+   1 | INSERTED | VALID LINE |    0R    1W
+ 2111 | INSERTED | VALID LINE |   39R   34W
+ 2112 | INSERTED | VALID LINE |   19R   14W
+ 2113 | INSERTED | VALID LINE |   26R   21W
+ 2114 | INSERTED | VALID LINE |   35R   30W
+ 2115 | INSERTED | MISSING: LAST_NAME |   41R   36W
+ 2116 | INSERTED | VALID LINE |   37R   32W
+ 2117 | INSERTED | VALID LINE |    9R    4W
+ 2118 | INSERTED | VALID LINE |   12R   10W
+ 2119 | INSERTED | VALID LINE |   26R   21W
+ 2120 | INSERTED | VALID LINE |   26R   20W
+ 2121 | INSERTED | MISSING: BIRTH_CITY |   28R   23W
+ 2122 | INSERTED | VALID LINE |   27R   24W
+ 2123 | INSERTED | VALID LINE |   35R   30W
+ 2124 | INSERTED | VALID LINE |   39R   34W
+ 2125 | INSERTED | VALID LINE |   26R   21W
+ 2126 | INSERTED | VALID LINE |   12R    6W
+ 2127 | INSERTED | VALID LINE |   32R   27W
+ 2128 | INSERTED | MISSING: BIRTH_DATE |   41R   36W
+ 2129 | INSERTED | MISSING: BIRTH_DATE |   12R    7W
+ 2130 | INSERTED | VALID LINE |   39R   34W
+ 2131 | INSERTED | VALID LINE |   23R   18W
+ 2132 | INSERTED | VALID LINE |   20R   19W
+ 2133 | INSERTED | VALID LINE |   12R    8W
+ 2134 | INSERTED | VALID LINE |   32R   27W
+ 2135 | INSERTED | VALID LINE |   28R   23W
+ 2136 | INSERTED | MISSING: BIRTH_CITY |    9R    4W
+ 2137 | INSERTED | VALID LINE |   20R   19W
+ 2138 | INSERTED | VALID LINE |   26R   22W
+ 2139 | INSERTED | VALID LINE |   39R   34W
+ 2140 | INSERTED | VALID LINE |   35R   30W
+ 2141 | INSERTED | MISSING: LAST_NAME |   26R   22W
+ 2142 | INSERTED | VALID LINE |   23R   18W
+ 2143 | INSERTED | VALID LINE |   26R   21W
+ 2144 | INSERTED | VALID LINE |   17R   12W
+ 2145 | INSERTED | VALID LINE |   26R   22W
+ 2146 | INSERTED | VALID LINE |    7R    2W
+ 2147 | INSERTED | MISSING: BIRTH_CITY |   12R    8W
+ 2148 | INSERTED | VALID LINE |   28R   23W
+ 2149 | INSERTED | VALID LINE |   19R   14W
+ 2150 | INSERTED | VALID LINE |   28R   23W
+ 2151 | INSERTED | VALID LINE |   21R   16W
+ 2152 | INSERTED | VALID LINE |    7R    3W
+ 2153 | INSERTED | VALID LINE |   21R   16W
+ 2154 | INSERTED | VALID LINE |   17R   11W
+ 2155 | INSERTED | VALID LINE |   26R   20W
+ 2156 | INSERTED | VALID LINE |   36R   33W
+ 2157 | INSERTED | VALID LINE |   39R   35W
+ 2158 | INSERTED | MISSING: FIRST_NAME |    7R    2W
+ 2159 | INSERTED | MISSING: BIRTH_DATE |   21R   17W
+ 2160 | INSERTED | VALID LINE |   28R   23W
+ 2161 | INSERTED | VALID LINE |    8R    6W
+ 2162 | INSERTED | VALID LINE |   20R   19W
+ 2163 | INSERTED | VALID LINE |   31R   27W
+ 2164 | INSERTED | VALID LINE |   36R   30W
+ 2165 | INSERTED | VALID LINE |   21R   16W
+ 2166 | INSERTED | VALID LINE |    7R    2W
+ 2167 | INSERTED | VALID LINE |   17R   13W
+ 2168 | INSERTED | VALID LINE |   31R   27W
+ 2169 | INSERTED | VALID LINE |    9R    4W
+ 2170 | INSERTED | VALID LINE |   12R    7W
+ 2171 | INSERTED | VALID LINE |   17R   11W
+ 2172 | INSERTED | VALID LINE |   17R   12W
+ 2173 | INSERTED | MISSING: BIRTH_DATE BIRTH_CITY |   12R   10W
+ 2174 | INSERTED | VALID LINE |   31R   29W
+ 2175 | INSERTED | VALID LINE |   38R   33W
+ 2176 | INSERTED | VALID LINE |   17R   11W
+ 2177 | INSERTED | MISSING: BIRTH_CITY |   31R   29W
+ 2178 | INSERTED | VALID LINE |    7R    2W
+ 2179 | INSERTED | VALID LINE |   29R   23W
+ 2180 | INSERTED | VALID LINE |   19R   14W
+ 2181 | INSERTED | VALID LINE |   33R   28W
+ 2182 | INSERTED | VALID LINE |   12R    7W
+ 2183 | INSERTED | VALID LINE |   33R   28W
+ 2184 | INSERTED | VALID LINE |   17R   11W
+ 2185 | INSERTED | VALID LINE |   33R   28W
+ 2186 | INSERTED | MISSING: BIRTH_DATE |   27R   24W
+ 2187 | INSERTED | MISSING: FIRST_NAME |   42R   37W
+ 2188 | INSERTED | VALID LINE |   17R   11W
+ 2189 | INSERTED | VALID LINE |   36R   30W
+ 2190 | INSERTED | VALID LINE |   37R   34W
+ 2191 | INSERTED | VALID LINE |   20R   19W
+ 2192 | INSERTED | VALID LINE |   17R   12W
+ 2193 | INSERTED | VALID LINE |   36R   32W
+ 2194 | INSERTED | VALID LINE |   31R   27W
+ 2195 | INSERTED | VALID LINE |   36R   32W
+ 2196 | INSERTED | MISSING: FIRST_NAME |    9R    4W
+ 2197 | INSERTED | VALID LINE |   31R   26W
+ 2198 | INSERTED | VALID LINE |   37R   34W
+ 2199 | INSERTED | VALID LINE |   36R   31W
+ 2200 | INSERTED | VALID LINE |   31R   27W
+ 2201 | INSERTED | VALID LINE |   12R    6W
+ 2202 | INSERTED | VALID LINE |   26R   22W
+ 2203 | INSERTED | VALID LINE |   18R   15W
+ 2204 | INSERTED | VALID LINE |   33R   28W
+ 2205 | INSERTED | VALID LINE |    7R    1W
+ 2206 | INSERTED | VALID LINE |   17R   12W
+ 2207 | INSERTED | VALID LINE |   12R    6W
+ 2208 | INSERTED | VALID LINE |   12R   10W
+ 2209 | INSERTED | VALID LINE |   14R    9W
+ 2210 | INSERTED | VALID LINE |   20R   19W
+ 2211 | INSERTED | VALID LINE |   17R   13W
+ 2212 | INSERTED | VALID LINE |   26R   22W
+ 2213 | INSERTED | VALID LINE |   40R   35W
+ 2214 | INSERTED | VALID LINE |   11R    5W
+ 2215 | INSERTED | MISSING: LAST_NAME BIRTH_CITY |   26R   20W
+ 2216 | INSERTED | VALID LINE |   31R   25W
+ 2217 | INSERTED | MISSING: BIRTH_DATE |   26R   20W
+ 2218 | INSERTED | VALID LINE |   12R    7W
+ 2219 | INSERTED | VALID LINE |   37R   34W
+ 2220 | INSERTED | VALID LINE |   36R   32W
+ 2221 | INSERTED | VALID LINE |   31R   28W
+ 2222 | INSERTED | VALID LINE |   34R   29W
+ 2223 | INSERTED | VALID LINE |   27R   22W
+ 2224 | INSERTED | VALID LINE |    7R    2W
+ 2225 | INSERTED | VALID LINE |   12R    7W
+ 2226 | INSERTED | VALID LINE |   38R   35W
+ 2227 | INSERTED | VALID LINE |   27R   22W
+ 2228 | INSERTED | VALID LINE |   32R   28W
+ 2229 | INSERTED | VALID LINE |   34R   29W
+ 2230 | INSERTED | VALID LINE |    7R    1W
+ 2231 | INSERTED | MISSING: BIRTH_DATE |   17R   13W
+ 2232 | INSERTED | VALID LINE |   32R   27W
+ 2233 | INSERTED | VALID LINE |   12R    8W
+ 2234 | INSERTED | VALID LINE |   17R   11W
+ 2235 | INSERTED | VALID LINE |   32R   26W
+ 2236 | INSERTED | VALID LINE |   21R   20W
+ 2237 | INSERTED | VALID LINE |   41R   37W
+ 2238 | INSERTED | VALID LINE |   41R   36W
+ 2239 | INSERTED | VALID LINE |    9R    4W
+ 2240 | INSERTED | VALID LINE |   41R   37W
+ 2241 | INSERTED | VALID LINE |   17R   12W
+ 2242 | INSERTED | VALID LINE |   28R   25W
+ 2243 | INSERTED | VALID LINE |   22R   17W
+ 2244 | INSERTED | MISSING: BIRTH_DATE BIRTH_CITY |   41R   36W
+ 2245 | INSERTED | VALID LINE |   32R   28W
+ 2246 | INSERTED | MISSING: FIRST_NAME |   18R   15W
+ 2247 | INSERTED | VALID LINE |   41R   36W
+ 2248 | INSERTED | VALID LINE |    8R    5W
+ 2249 | INSERTED | VALID LINE |   37R   33W
+ 2250 | INSERTED | MISSING: FIRST_NAME |   32R   26W
+ 2251 | INSERTED | VALID LINE |   41R   36W
+ 2252 | INSERTED | VALID LINE |   38R   35W
+ 2253 | INSERTED | VALID LINE |    7R    2W
+ 2254 | INSERTED | VALID LINE |    9R    4W
+ 2255 | INSERTED | MISSING: LAST_NAME |    7R    2W
+ 2256 | INSERTED | MISSING: LAST_NAME |   41R   37W
+ 2257 | INSERTED | VALID LINE |   22R   17W
+ 2258 | INSERTED | VALID LINE |   38R   35W
+ 2259 | INSERTED | VALID LINE |   38R   35W
+ 2260 | INSERTED | MISSING: BIRTH_CITY |   41R   36W
+ 2261 | INSERTED | VALID LINE |   21R   20W
+ 2262 | INSERTED | VALID LINE |   32R   30W
+ 2263 | INSERTED | VALID LINE |   12R    8W
+ 2264 | INSERTED | VALID LINE |   27R   23W
+ 2265 | INSERTED | MISSING: BIRTH_CITY |   28R   25W
+ 2266 | INSERTED | MISSING: LAST_NAME |   12R    7W
+ 2267 | INSERTED | MISSING: BIRTH_DATE |    8R    5W
+ 2268 | INSERTED | VALID LINE |   39R   34W
+ 2269 | INSERTED | VALID LINE |   41R   36W
+ 2270 | INSERTED | VALID LINE |   24R   19W
+ 2271 | INSERTED | MISSING: LAST_NAME |    7R    2W
+ 2272 | INSERTED | MISSING: FIRST_NAME |   32R   27W
+ 2273 | INSERTED | VALID LINE |   28R   25W
+ 2274 | INSERTED | VALID LINE |   28R   25W
+ 2275 | INSERTED | VALID LINE |   39R   34W
+ 2276 | INSERTED | VALID LINE |   37R   31W
+ 2277 | INSERTED | VALID LINE |   12R    8W
+ 2278 | INSERTED | VALID LINE |    7R    3W
+ 2279 | INSERTED | VALID LINE |   32R   30W
+ 2280 | INSERTED | VALID LINE |   24R   19W
+ 2281 | INSERTED | VALID LINE |   41R   37W
+ 2282 | INSERTED | VALID LINE |   29R   24W
+ 2283 | INSERTED | VALID LINE |   29R   24W
+ 2284 | INSERTED | MISSING: LAST_NAME |   19R   14W
+ 2285 | INSERTED | VALID LINE |    7R    3W
+ 2286 | INSERTED | VALID LINE |   32R   28W
+ 2287 | INSERTED | MISSING: BIRTH_DATE |   44R   39W
+ 2288 | INSERTED | VALID LINE |   22R   18W
+ 2289 | INSERTED | VALID LINE |   38R   35W
+ 2290 | INSERTED | MISSING: LAST_NAME |   39R   34W
+ 2291 | INSERTED | VALID LINE |   12R   10W
+ 2292 | INSERTED | VALID LINE |    7R    3W
+ 2293 | INSERTED | VALID LINE |   27R   21W
+ 2294 | INSERTED | VALID LINE |   42R   37W
+ 2295 | INSERTED | VALID LINE |   27R   23W
+ 2296 | INSERTED | VALID LINE |   12R    7W
+ 2297 | INSERTED | VALID LINE |    8R    5W
+ 2298 | INSERTED | VALID LINE |   27R   21W
+ 2299 | INSERTED | VALID LINE |   12R    7W
+ 2300 | INSERTED | VALID LINE |   29R   24W
+ 2301 | INSERTED | VALID LINE |   32R   30W
+ 2302 | INSERTED | VALID LINE |   32R   27W
+ 2303 | INSERTED | VALID LINE |   17R   12W
+ 2304 | INSERTED | VALID LINE |   32R   27W
+ 2305 | INSERTED | VALID LINE |   39R   34W
+ 2306 | INSERTED | VALID LINE |   38R   35W
+ 2307 | INSERTED | VALID LINE |   21R   20W
+ 2308 | INSERTED | VALID LINE |   32R   27W
+ 2309 | INSERTED | MISSING: BIRTH_DATE |   22R   17W
+ 2310 | INSERTED | MISSING: BIRTH_DATE |   32R   26W
+ 2311 | INSERTED | MISSING: BIRTH_CITY |   32R   28W
+ 2312 | INSERTED | MISSING: LAST_NAME BIRTH_DATE |   17R   11W
+ 2313 | INSERTED | VALID LINE |    7R    2W
+ 2314 | INSERTED | VALID LINE |   12R   10W
+ 2315 | INSERTED | VALID LINE |   32R   27W
+ 2316 | INSERTED | VALID LINE |   22R   16W
+ 2317 | INSERTED | VALID LINE |   27R   21W
+ 2318 | INSERTED | VALID LINE |   12R    7W
+ 2319 | INSERTED | VALID LINE |   32R   30W
+ 2320 | INSERTED | MISSING: LAST_NAME |   37R   31W
+ 2321 | INSERTED | VALID LINE |   39R   34W
+ 2322 | INSERTED | VALID LINE |   27R   23W
+ 2323 | INSERTED | VALID LINE |   44R   39W
+ 2324 | INSERTED | MISSING: LAST_NAME |   12R    6W
+ 2325 | INSERTED | VALID LINE |   17R   13W
+ 2326 | INSERTED | VALID LINE |   22R   18W
+ 2327 | INSERTED | VALID LINE |   12R   10W
+ 2328 | INSERTED | VALID LINE |   21R   20W
+ 2329 | INSERTED | VALID LINE |   17R   12W
+ 2330 | INSERTED | VALID LINE |   39R   34W
+ 2331 | INSERTED | VALID LINE |   32R   27W
+ 2332 | INSERTED | VALID LINE |   24R   19W
+ 2333 | INSERTED | MISSING: BIRTH_CITY |   22R   18W
+ 2334 | INSERTED | VALID LINE |   44R   39W
+ 2335 | INSERTED | VALID LINE |   42R   36W
+ 2336 | INSERTED | VALID LINE |    7R    3W
+ 2337 | INSERTED | MISSING: FIRST_NAME |   29R   24W
+ 2338 | INSERTED | VALID LINE |   27R   21W
+ 2339 | INSERTED | MISSING: LAST_NAME BIRTH_DATE |   22R   18W
+ 2340 | INSERTED | VALID LINE |   17R   12W
+ 2341 | INSERTED | VALID LINE |   42R   39W
+ 2342 | INSERTED | VALID LINE |   40R   35W
+ 2343 | INSERTED | VALID LINE |   20R   15W
+ 2344 | INSERTED | VALID LINE |   10R    5W
+ 2345 | INSERTED | VALID LINE |   38R   32W
+ 2346 | INSERTED | VALID LINE |   15R   10W
+ 2347 | INSERTED | VALID LINE |   10R    5W
+ 2348 | INSERTED | VALID LINE |   38R   34W
+ 2349 | INSERTED | VALID LINE |   23R   19W
+ 2350 | INSERTED | VALID LINE |   40R   35W
+ 2351 | INSERTED | VALID LINE |    7R    3W
+ 2352 | INSERTED | MISSING: BIRTH_CITY |   22R   21W
+ 2353 | INSERTED | VALID LINE |   10R    5W
+ 2354 | INSERTED | VALID LINE |   23R   17W
+ 2355 | INSERTED | VALID LINE |   28R   23W
+ 2356 | INSERTED | MISSING: FIRST_NAME |   13R    8W
+ 2357 | INSERTED | VALID LINE |   28R   23W
+ 2358 | INSERTED | MISSING: LAST_NAME |   10R    5W
+ 2359 | INSERTED | VALID LINE |   30R   25W
+ 2360 | INSERTED | VALID LINE |   39R   36W
+ 2361 | INSERTED | MISSING: LAST_NAME |   13R    7W
+ 2362 | INSERTED | VALID LINE |   39R   36W
+ 2363 | INSERTED | MISSING: LAST_NAME |   28R   24W
+ 2364 | INSERTED | VALID LINE |   19R   16W
+ 2365 | INSERTED | VALID LINE |   40R   35W
+ 2366 | INSERTED | VALID LINE |   19R   16W
+ 2367 | INSERTED | MISSING: FIRST_NAME |   33R   29W
+ 2368 | INSERTED | VALID LINE |   20R   15W
+ 2369 | INSERTED | VALID LINE |   10R    4W
+ 2370 | INSERTED | VALID LINE |   38R   32W
+ 2371 | INSERTED | MISSING: BIRTH_DATE |   23R   17W
+ 2372 | INSERTED | VALID LINE |   18R   13W
+ 2373 | INSERTED | VALID LINE |   22R   21W
+ 2374 | INSERTED | VALID LINE |   30R   25W
+ 2375 | INSERTED | MISSING: BIRTH_DATE |   38R   34W
+ 2376 | INSERTED | VALID LINE |   39R   36W
+ 2377 | INSERTED | VALID LINE |   38R   32W
+ 2378 | INSERTED | VALID LINE |   40R   35W
+ 2379 | INSERTED | VALID LINE |   33R   29W
+ 2380 | INSERTED | VALID LINE |    7R    1W
+ 2381 | INSERTED | VALID LINE |   20R   15W
+ 2382 | INSERTED | VALID LINE |   38R   33W
+ 2383 | INSERTED | MISSING: LAST_NAME |   13R    8W
+ 2384 | INSERTED | MISSING: BIRTH_CITY |   22R   21W
+ 2385 | INSERTED | VALID LINE |   43R   37W
+ 2386 | INSERTED | MISSING: LAST_NAME |    7R    3W
+ 2387 | INSERTED | VALID LINE |   15R    9W
+ 2388 | INSERTED | MISSING: FIRST_NAME |   18R   13W
+ 2389 | INSERTED | MISSING: BIRTH_DATE |   33R   31W
+ 2390 | INSERTED | MISSING: FIRST_NAME LAST_NAME |   45R   40W
+ 2391 | INSERTED | VALID LINE |    7R    2W
+ 2392 | INSERTED | VALID LINE |   20R   15W
+ 2393 | INSERTED | MISSING: BIRTH_DATE |   19R   16W
+ 2394 | INSERTED | VALID LINE |   23R   17W
+ 2395 | INSERTED | VALID LINE |   33R   31W
+ 2396 | INSERTED | VALID LINE |   33R   31W
+ 2397 | INSERTED | VALID LINE |   28R   23W
+ 2398 | INSERTED | VALID LINE |   43R   38W
+ 2399 | INSERTED | VALID LINE |   33R   28W
+ 2400 | INSERTED | VALID LINE |   45R   40W
+ 2401 | INSERTED | VALID LINE |   10R    6W
+ 2402 | INSERTED | VALID LINE |   44R   40W
+ 2403 | INSERTED | VALID LINE |   18R   13W
+ 2404 | INSERTED | VALID LINE |   22R   21W
+ 2405 | INSERTED | VALID LINE |   28R   23W
+ 2406 | INSERTED | VALID LINE |   22R   21W
+ 2407 | INSERTED | VALID LINE |   36R   31W
+ 2408 | INSERTED | VALID LINE |   15R   10W
+ 2409 | INSERTED | MISSING: FIRST_NAME |   39R   34W
+ 2410 | INSERTED | MISSING: LAST_NAME |    9R    6W
+ 2411 | INSERTED | VALID LINE |   13R    9W
+ 2412 | INSERTED | VALID LINE |   13R    9W
+ 2413 | INSERTED | MISSING: FIRST_NAME |   18R   14W
+ 2414 | INSERTED | VALID LINE |   23R   17W
+ 2415 | INSERTED | VALID LINE |   30R   27W
+ 2416 | INSERTED | VALID LINE |   46R   41W
+ 2417 | INSERTED | VALID LINE |   25R   20W
+ 2418 | INSERTED | VALID LINE |   46R   41W
+ 2419 | INSERTED | VALID LINE |   22R   21W
+ 2420 | INSERTED | MISSING: BIRTH_DATE |    7R    1W
+ 2421 | INSERTED | VALID LINE |   13R    9W
+ 2422 | INSERTED | VALID LINE |   34R   29W
+ 2423 | INSERTED | VALID LINE |   23R   19W
+ 2424 | INSERTED | VALID LINE |   15R   10W
+ 2425 | INSERTED | VALID LINE |   23R   18W
+ 2426 | INSERTED | MISSING: LAST_NAME |   31R   26W
+ 2427 | INSERTED | MISSING: LAST_NAME |   25R   20W
+ 2428 | INSERTED | VALID LINE |   19R   16W
+ 2429 | INSERTED | VALID LINE |   20R   15W
+ 2430 | INSERTED | VALID LINE |   10R    5W
+ 2431 | INSERTED | VALID LINE |   28R   23W
+ 2432 | INSERTED | VALID LINE |   46R   41W
+ 2433 | INSERTED | VALID LINE |   36R   31W
+ 2434 | INSERTED | MISSING: FIRST_NAME |   34R   32W
+ 2435 | INSERTED | MISSING: BIRTH_DATE |   13R    8W
+ 2436 | INSERTED | VALID LINE |   24R   17W
+ 2437 | INSERTED | VALID LINE |   18R   13W
+ 2438 | INSERTED | MISSING: BIRTH_DATE |   39R   34W
+ 2439 | INSERTED | VALID LINE |   10R    5W
+ 2440 | INSERTED | VALID LINE |    9R    6W
+ 2441 | INSERTED | MISSING: BIRTH_DATE |   34R   28W
+ 2442 | INSERTED | VALID LINE |   15R   10W
+ 2443 | INSERTED | MISSING: FIRST_NAME |   31R   26W
+ 2444 | INSERTED | VALID LINE |   41R   36W
+ 2445 | INSERTED | MISSING: LAST_NAME BIRTH_DATE |   13R    8W
+ 2446 | INSERTED | VALID LINE |   28R   22W
+ 2447 | INSERTED | VALID LINE |   34R   32W
+ 2448 | INSERTED | VALID LINE |   20R   15W
+ 2449 | INSERTED | VALID LINE |    9R    6W
+ 2450 | INSERTED | VALID LINE |   15R   10W
+ 2451 | INSERTED | MISSING: BIRTH_DATE |   10R    4W
+ 2452 | INSERTED | VALID LINE |   18R   13W
+ 2453 | INSERTED | VALID LINE |    7R    2W
+ 2454 | INSERTED | VALID LINE |   22R   21W
+ 2455 | INSERTED | VALID LINE |   44R   38W
+ 2456 | INSERTED | VALID LINE |   18R   12W
+ 2457 | INSERTED | VALID LINE |   23R   19W
+ 2458 | INSERTED | VALID LINE |   15R   10W
+ 2459 | INSERTED | MISSING: BIRTH_CITY |   36R   31W
+ 2460 | INSERTED | VALID LINE |   44R   39W
+ 2461 | INSERTED | MISSING: FIRST_NAME |   34R   30W
+ 2462 | INSERTED | VALID LINE |   29R   25W
+ 2463 | INSERTED | VALID LINE |   23R   22W
+ 2464 | INSERTED | VALID LINE |   35R   33W
+ 2465 | INSERTED | MISSING: FIRST_NAME LAST_NAME BIRTH_DATE |   40R   34W
+ 2466 | INSERTED | VALID LINE |   45R   39W
+ 2467 | INSERTED | VALID LINE |   32R   26W
+ 2468 | INSERTED | VALID LINE |   24R   19W
+ 2469 | INSERTED | VALID LINE |   18R   14W
+ 2470 | INSERTED | VALID LINE |   40R   36W
+ 2471 | INSERTED | VALID LINE |   29R   25W
+ 2472 | INSERTED | VALID LINE |   24R   19W
+ 2473 | INSERTED | VALID LINE |   18R   13W
+ 2474 | INSERTED | VALID LINE |   35R   29W
+ 2475 | INSERTED | VALID LINE |   29R   24W
+ 2476 | INSERTED | VALID LINE |   41R   38W
+ 2477 | INSERTED | VALID LINE |   40R   34W
+ 2478 | INSERTED | MISSING: FIRST_NAME |   21R   15W
+ 2479 | INSERTED | VALID LINE |   13R   11W
+ 2480 | INSERTED | VALID LINE |   24R   18W
+ 2481 | INSERTED | VALID LINE |   23R   22W
+ 2482 | INSERTED | VALID LINE |   31R   28W
+ 2483 | INSERTED | MISSING: FIRST_NAME |   35R   30W
+ 2484 | INSERTED | VALID LINE |   45R   39W
+ 2485 | INSERTED | VALID LINE |   41R   38W
+ 2486 | INSERTED | VALID LINE |   45R   39W
+ 2487 | INSERTED | VALID LINE |   40R   34W
+ 2488 | INSERTED | VALID LINE |   35R   33W
+ 2489 | INSERTED | VALID LINE |   18R   13W
+ 2490 | INSERTED | VALID LINE |   13R   11W
+ 2491 | INSERTED | VALID LINE |    9R    6W
+ 2492 | INSERTED | VALID LINE |   40R   34W
+ 2493 | INSERTED | VALID LINE |   24R   20W
+ 2494 | INSERTED | VALID LINE |   35R   31W
+ 2495 | INSERTED | VALID LINE |   40R   34W
+ 2496 | INSERTED | VALID LINE |   18R   13W
+ 2497 | INSERTED | MISSING: BIRTH_DATE |   15R   10W
+ 2498 | INSERTED | VALID LINE |   35R   33W
+ 2499 | INSERTED | VALID LINE |   35R   29W
+ 2500 | INSERTED | VALID LINE |   31R   28W
+ 2501 | INSERTED | VALID LINE |    7R    3W
+ 2502 | INSERTED | MISSING: FIRST_NAME |   35R   29W
+ 2503 | INSERTED | VALID LINE |   35R   31W
+ 2504 | INSERTED | MISSING: BIRTH_DATE |    7R    2W
+ 2505 | INSERTED | VALID LINE |   32R   26W
+ 2506 | INSERTED | MISSING: BIRTH_CITY |   45R   39W
+ 2507 | INSERTED | VALID LINE |   29R   24W
+ 2508 | INSERTED | VALID LINE |   18R   13W
+ 2509 | INSERTED | VALID LINE |   40R   36W
+ 2510 | INSERTED | VALID LINE |   40R   36W
+ 2511 | INSERTED | MISSING: LAST_NAME |   41R   38W
+ 2512 | INSERTED | VALID LINE |   32R   27W
+ 2513 | INSERTED | VALID LINE |   23R   22W
+ 2514 | INSERTED | MISSING: BIRTH_DATE |   20R   17W
+ 2515 | INSERTED | MISSING: BIRTH_DATE |   29R   25W
+ 2516 | INSERTED | VALID LINE |   10R    5W
+ 2517 | INSERTED | VALID LINE |   13R    7W
+ 2518 | INSERTED | VALID LINE |   32R   26W
+ 2519 | INSERTED | MISSING: BIRTH_DATE |   13R    8W
+ 2520 | INSERTED | VALID LINE |   40R   34W
+ 2521 | INSERTED | VALID LINE |   13R   10W
+ 2522 | INSERTED | VALID LINE |   15R   10W
+ 2523 | INSERTED | VALID LINE |    7R    2W
+ 2524 | INSERTED | VALID LINE |   24R   19W
+ 2525 | INSERTED | VALID LINE |   24R   20W
+ 2526 | INSERTED | VALID LINE |   24R   18W
+ 2527 | INSERTED | MISSING: BIRTH_CITY |   40R   35W
+ 2528 | INSERTED | VALID LINE |   23R   22W
+ 2529 | INSERTED | VALID LINE |   42R   39W
+ 2530 | INSERTED | VALID LINE |   29R   23W
+ 2531 | INSERTED | VALID LINE |   43R   37W
+ 2532 | INSERTED | VALID LINE |   24R   19W
+ 2533 | INSERTED | VALID LINE |   13R   11W
+ 2534 | INSERTED | VALID LINE |   35R   29W
+ 2535 | INSERTED | VALID LINE |   40R   35W
+ 2536 | INSERTED | VALID LINE |    9R    6W
+ 2537 | INSERTED | VALID LINE |   32R   26W
+ 2538 | INSERTED | MISSING: BIRTH_DATE |   40R   34W
+ 2539 | INSERTED | VALID LINE |   35R   30W
+ 2540 | INSERTED | VALID LINE |   24R   18W
+ 2541 | INSERTED | VALID LINE |   18R   14W
+ 2542 | INSERTED | VALID LINE |   35R   31W
+ 2543 | INSERTED | VALID LINE |   32R   26W
+ 2544 | INSERTED | VALID LINE |   18R   13W
+ 2545 | INSERTED | MISSING: BIRTH_DATE |   29R   23W
+ 2546 | INSERTED | VALID LINE |   40R   35W
+ 2547 | INSERTED | VALID LINE |   35R   29W
+ 2548 | INSERTED | VALID LINE |   37R   32W
+ 2549 | INSERTED | VALID LINE |   21R   16W
+ 2550 | INSERTED | MISSING: FIRST_NAME |   20R   17W
+ 2551 | INSERTED | VALID LINE |    9R    6W
+ 2552 | INSERTED | VALID LINE |   31R   28W
+ 2553 | INSERTED | VALID LINE |   24R   18W
+ 2554 | INSERTED | VALID LINE |   29R   25W
+ 2555 | INSERTED | MISSING: FIRST_NAME |   26R   21W
+ 2556 | INSERTED | VALID LINE |   24R   20W
+ 2557 | INSERTED | VALID LINE |   10R    4W
+ 2558 | INSERTED | VALID LINE |   10R    4W
+ 2559 | INSERTED | VALID LINE |   46R   40W
+ 2560 | INSERTED | VALID LINE |   20R   17W
+ 2561 | INSERTED | VALID LINE |   24R   18W
